-56995,5
260768,19
17851,17
-160066,19
-220966,-12
105584,15
180636,9
-134449,-8
266175,3
-59864,14
107908,16
145237,-1
-235082,7
-246990,18
14225,-5
-61928,2
-139102,-19
107736,15
312671,-5
191718,16
-327097,-20
-307248,-6
199521,0
95261,18
54904,-2
216230,-3
-109709,-6
80405,17
-20374,-5
-2168,-13
-292876,-6
-194922,-7
327225,-5
-23557,3
201609,8
290363,-6
-175860,-14
-193285,-19
-128662,5
152626,5
-301861,0
-227431,-18
266797,13
160643,15
-168601,-5
-240396,4
-116070,2
-75715,-7
-78965,-2
41628,14
198887,-17
-249685,17
-221935,-12
-88196,13
-239202,-5
45982,17
-257588,14
314142,5
-26392,-18
-164509,5
135817,-6
-140186,3
-509,-13
-191979,-7
-276097,-1
-192861,-2
-39764,-9
98106,14
247784,16
249421,11
63983,-1
-173303,-10
232257,6
-239743,-4
-143473,0
-211186,-2
-271689,-18
-131827,-14
-270545,10
184019,-11
57891,-4
-168992,6
25062,4
178183,9
-111018,11
-240683,18
-55779,-5
-222300,7
-44162,8
189557,-11
-20188,-6
95576,1
139780,-8
-25573,-7
-190810,-16
145105,3
-246706,15
-140067,4
88231,-5
270288,-9
96540,-5
-119429,-5
167198,-15
302054,-18
-307709,8
-319012,12
228705,18
174801,5
276368,-12
-306198,-11
279803,-18
79872,-15
-110635,-17
-129879,9
92248,5
-280713,-2
102967,-18
42800,8
-129301,-9
-198927,2
-43034,7
1567,-2
-295047,7
128955,0
181569,-10
37784,-2
-79932,-3
54019,0
-275665,3
316765,15
217792,-2
181165,18
-19611,18
-93524,-18
32119,-11
308535,-18
-207989,1
-106772,-3
-233014,18
-232505,0
-180124,11
-203232,16
-202226,-12
201507,19
-115712,2
220867,-16
-326237,-20
115803,-12
-302198,12
199800,-6
321417,-18
12432,7
89242,5
-182573,-5
42973,-20
13734,-6
119629,-15
188809,6
54478,11
-33533,-20
-165300,13
-50388,7
317235,-10
-246517,-16
112026,7
-298396,-19
-130990,18
-195534,-17
75325,5
-122847,-1
102881,4
-311195,-3
-27168,18
-148692,-15
109285,12
-68975,-6
-233502,10
-176352,-15
-40055,-5
-317366,-12
254076,4
46903,5
-54051,4
-306064,15
-102480,-12
-216456,18
-63686,9
39860,-14
-8718,-13
115602,-1
-114983,12
107868,-5
-45071,5
-210551,14
-88603,-20
-69183,-18
113447,16
-309504,17
-89434,-1
-39783,9
-302721,-3
30960,-2
-312500,5
81460,-14
-193291,4
-31976,10
-94775,5
26513,9
-64081,-17
-63829,-11
-145229,-16
